"short_description","icd_code","long_title"
"Hospital observation services","H81393 ","Other peripheral vertigo, bilateral"
"Cardiovascular","H81399 ","Other peripheral vertigo, unspecified ear"
"Digestive system","H81399 ","Other peripheral vertigo, unspecified ear"
"Hospital observation services","H81399 ","Other peripheral vertigo, unspecified ear"
"Hospital observation services","H818X2 ","Other disorders of vestibular function, left ear"
"Hospital observation services","H818X9 ","Other disorders of vestibular function, unspecified ear"
"Hospital observation services","H8190  ","Unspecified disorder of vestibular function, unspecified ear"
"Hospital observation services","H8301  ","Labyrinthitis, right ear"
"Digestive system","H8309  ","Labyrinthitis, unspecified ear"
"Hospital observation services","H8309  ","Labyrinthitis, unspecified ear"
"Hospital observation services","H833X2 ","Noise effects on left inner ear"
"Female genital system","H838X9 ","Other specified diseases of inner ear, unspecified ear"
"Hospital observation services","H838X9 ","Other specified diseases of inner ear, unspecified ear"
"Hospital observation services","H8390  ","Unspecified disease of inner ear, unspecified ear"
"Hospital observation services","H902   ","Conductive hearing loss, unspecified"
"Hospital observation services","H903   ","Sensorineural hearing loss, bilateral"
"Auditory system","H905   ","Unspecified sensorineural hearing loss"
"Digestive system","H905   ","Unspecified sensorineural hearing loss"
"Female genital system","H905   ","Unspecified sensorineural hearing loss"
"Hemic and lymphatic systems","H905   ","Unspecified sensorineural hearing loss"
"Hospital observation services","H905   ","Unspecified sensorineural hearing loss"
"Integumentary system","H905   ","Unspecified sensorineural hearing loss"
"Musculoskeletal system","H905   ","Unspecified sensorineural hearing loss"
"Hospital observation services","H908   ","Mixed conductive and sensorineural hearing loss, unspecified"
"Hospital observation services","H918X1 ","Other specified hearing loss, right ear"
"Mediastinum and diaphragm","H918X1 ","Other specified hearing loss, right ear"
"Hospital observation services","H918X2 ","Other specified hearing loss, left ear"
"Cardiovascular","H918X3 ","Other specified hearing loss, bilateral"
"Digestive system","H918X3 ","Other specified hearing loss, bilateral"
"Digestive system","H918X9 ","Other specified hearing loss, unspecified ear"
"Urinary system","H918X9 ","Other specified hearing loss, unspecified ear"
"Cardiovascular","H9190  ","Unspecified hearing loss, unspecified ear"
"Digestive system","H9190  ","Unspecified hearing loss, unspecified ear"
"Hospital observation services","H9190  ","Unspecified hearing loss, unspecified ear"
"Integumentary system","H9190  ","Unspecified hearing loss, unspecified ear"
"Urinary system","H9190  ","Unspecified hearing loss, unspecified ear"
"Cardiovascular system","H9191  ","Unspecified hearing loss, right ear"
"Digestive system","H9191  ","Unspecified hearing loss, right ear"
"Hospital observation services","H9191  ","Unspecified hearing loss, right ear"
"Nervous system","H9191  ","Unspecified hearing loss, right ear"
"Digestive system","H9192  ","Unspecified hearing loss, left ear"
"Hospital observation services","H9192  ","Unspecified hearing loss, left ear"
"Cardiovascular system","H9193  ","Unspecified hearing loss, bilateral"
"Digestive system","H9193  ","Unspecified hearing loss, bilateral"
"Hospital observation services","H9193  ","Unspecified hearing loss, bilateral"
"Digestive system","H9201  ","Otalgia, right ear"
"Hospital observation services","H9201  ","Otalgia, right ear"
"Eye and ocular adnexa","H9202  ","Otalgia, left ear"
"Hospital observation services","H9202  ","Otalgia, left ear"
"Hospital observation services","H9203  ","Otalgia, bilateral"
"Digestive system","H9209  ","Otalgia, unspecified ear"
"Hospital observation services","H9209  ","Otalgia, unspecified ear"
"Hospital observation services","H93012 ","Transient ischemic deafness, left ear"
"Cardiovascular","H9311  ","Tinnitus, right ear"
"Hospital observation services","H9311  ","Tinnitus, right ear"
"Hospital observation services","H9312  ","Tinnitus, left ear"
"Musculoskeletal system","H9312  ","Tinnitus, left ear"
"Nervous system","H9312  ","Tinnitus, left ear"
"Hospital observation services","H9313  ","Tinnitus, bilateral"
"Hospital observation services","H9319  ","Tinnitus, unspecified ear"
"Digestive system","H9325  ","Central auditory processing disorder"
"Hospital observation services","H9325  ","Central auditory processing disorder"
"Hospital observation services","H933X1 ","Disorders of right acoustic nerve"
"Hospital observation services","H933X2 ","Disorders of left acoustic nerve"
"Digestive system","H933X9 ","Disorders of unspecified acoustic nerve"
"Hospital observation services","H933X9 ","Disorders of unspecified acoustic nerve"
"Hospital observation services","H938X3 ","Other specified disorders of ear, bilateral"
"Hospital observation services","H938X9 ","Other specified disorders of ear, unspecified ear"
"Hospital observation services","H93A1  ","Pulsatile tinnitus, right ear"
"Nervous system","H93A1  ","Pulsatile tinnitus, right ear"
"Hospital observation services","H93A3  ","Pulsatile tinnitus, bilateral"
"Digestive system","H93A9  ","Pulsatile tinnitus, unspecified ear"
"Hospital observation services","H93A9  ","Pulsatile tinnitus, unspecified ear"
"Cardiovascular","I050   ","Rheumatic mitral stenosis"
"Cardiovascular system","I050   ","Rheumatic mitral stenosis"
"Hospital observation services","I050   ","Rheumatic mitral stenosis"
"Integumentary system","I050   ","Rheumatic mitral stenosis"
"Cardiovascular","I051   ","Rheumatic mitral insufficiency"
"Cardiovascular system","I051   ","Rheumatic mitral insufficiency"
"Female genital system","I051   ","Rheumatic mitral insufficiency"
"Hospital observation services","I051   ","Rheumatic mitral insufficiency"
"Cardiovascular","I052   ","Rheumatic mitral stenosis with insufficiency"
"Hospital observation services","I052   ","Rheumatic mitral stenosis with insufficiency"
"Cardiovascular system","I059   ","Rheumatic mitral valve disease, unspecified"
"Digestive system","I059   ","Rheumatic mitral valve disease, unspecified"
"Cardiovascular","I060   ","Rheumatic aortic stenosis"
"Cardiovascular system","I060   ","Rheumatic aortic stenosis"
"Cardiovascular","I071   ","Rheumatic tricuspid insufficiency"
"Cardiovascular system","I071   ","Rheumatic tricuspid insufficiency"
"Digestive system","I071   ","Rheumatic tricuspid insufficiency"
"Hospital observation services","I071   ","Rheumatic tricuspid insufficiency"
"Urinary system","I071   ","Rheumatic tricuspid insufficiency"
"Cardiovascular","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Cardiovascular system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Digestive system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Female genital system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Hospital observation services","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Male genital system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Musculoskeletal system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Urinary system","I080   ","Rheumatic disorders of both mitral and aortic valves"
"Cardiovascular","I081   ","Rheumatic disorders of both mitral and tricuspid valves"
"Digestive system","I081   ","Rheumatic disorders of both mitral and tricuspid valves"
"Hospital observation services","I081   ","Rheumatic disorders of both mitral and tricuspid valves"
"Integumentary system","I081   ","Rheumatic disorders of both mitral and tricuspid valves"
"Respiratory system","I081   ","Rheumatic disorders of both mitral and tricuspid valves"
"Cardiovascular","I082   ","Rheumatic disorders of both aortic and tricuspid valves"
"Digestive system","I082   ","Rheumatic disorders of both aortic and tricuspid valves"
"Hospital observation services","I082   ","Rheumatic disorders of both aortic and tricuspid valves"
"Cardiovascular","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Cardiovascular system","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Digestive system","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Endocrine system","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Hemic and lymphatic systems","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Hospital observation services","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Integumentary system","I083   ","Combined rheumatic disorders of mitral, aortic and tricuspid valves"
"Hospital observation services","I089   ","Rheumatic multiple valve disease, unspecified"
"Digestive system","I091   ","Rheumatic diseases of endocardium, valve unspecified"
"Hospital observation services","I0981  ","Rheumatic heart failure"
"Digestive system","I099   ","Rheumatic heart disease, unspecified"
"Hospital observation services","I099   ","Rheumatic heart disease, unspecified"
"Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes","I10    ","Essential (primary) hypertension"
"Auditory system","I10    ","Essential (primary) hypertension"
"Cardiovascular","I10    ","Essential (primary) hypertension"
"Cardiovascular system","I10    ","Essential (primary) hypertension"
"Coronary Therapeutic Services and Procedures","I10    ","Essential (primary) hypertension"
"Digestive system","I10    ","Essential (primary) hypertension"
"Endocrine system","I10    ","Essential (primary) hypertension"
"Eye and ocular adnexa","I10    ","Essential (primary) hypertension"
"Female genital system","I10    ","Essential (primary) hypertension"
"Hemic and lymphatic systems","I10    ","Essential (primary) hypertension"
"Hospital observation services","I10    ","Essential (primary) hypertension"
"Integumentary system","I10    ","Essential (primary) hypertension"
"Male genital system","I10    ","Essential (primary) hypertension"
"Maternity care and delivery","I10    ","Essential (primary) hypertension"
"Mediastinum and diaphragm","I10    ","Essential (primary) hypertension"
"Musculoskeletal system","I10    ","Essential (primary) hypertension"
"Nervous system","I10    ","Essential (primary) hypertension"
"Pacemaker – Leadless and Pocketless System","I10    ","Essential (primary) hypertension"
"Respiratory system","I10    ","Essential (primary) hypertension"
"Urinary system","I10    ","Essential (primary) hypertension"
"Cardiovascular","I110   ","Hypertensive heart disease with heart failure"
"Cardiovascular system","I110   ","Hypertensive heart disease with heart failure"
"Digestive system","I110   ","Hypertensive heart disease with heart failure"
"Endocrine system","I110   ","Hypertensive heart disease with heart failure"
